home team,away team,FTHG,FTAG,htHG,htAG,home formation,away formation,home line up,away line up,home subs,away subs,home coach,away coach,Referee,date,venue,home shots on target,away shots on target,home shots off target,away shots off target,home fouls,away fouls,home corners,away corners,home throws,away throws,result,home_ht_ft,away_ht_ft,home_double_chance,away_double_chance
Leeds United,Leicester City,1,1,1,0,4-2-3-1,4-2-3-1,",Illan Meslier,Luke Ayling,Robin Koch,Liam Cooper,Junior Firpo,Marc Roca,Weston McKennie,Jack Harrison,Rodrigo,Luis Sinisterra,Patrick Bamford",",Kelechi Iheanacho,Harvey Barnes,James Maddison,Tete,Boubakary Soumare,Youri Tielemans,Victor Kristiansen,Caglar Soyuncu,Wout Faes,Timothy Castagne,Daniel Iversen","Joel Robles,Pascal Struijk,Rasmus Kristensen,Adam Forshaw,Brenden Aaronson,Crysencio Summerville,Georginio Rutter,Wilfried Gnonto,Sam Greenwood","Danny Ward,Harry Souttar,Daniel Amartey,Kiernan Dewsbury-Hall,Nampalys Mendy,Wilfred Ndidi,Dennis Praet,Jamie Vardy,Patson Daka",Javier Gracia Carlos,Dean Smith,Referee: Paul Tierney (England),Apr 25,Venue: Elland Road,3,3,5,4,14,15,3,6,22,29,D,won at ht and drew at ft,lost at ht and drew ft,won either half,won either half
Nottingham Forest,Brighton & Hove Albion,3,1,1,1,3-4-2-1,4-2-3-1,",Keylor Navas,Serge Aurier,Moussa Niakhate,Felipe,Neco Williams,Orel Mangala,Danilo,Renan Lodi,Brennan Johnson,Morgan Gibbs-White,Taiwo Awoniyi",",Julio Cesar Enciso,Kaoru Mitoma,Facundo Valentin Buonanotte,Solly March,Alexis MacAllister,Moisés Caicedo,Pervis Estupinan,Levi Colwill,Lewis Dunk,Pascal Gross,Jason Steele","Wayne Hennessey,Joe Worrall,Harry Toffolo,Jesse Lingard,Cheikhou Kouyate,Remo Freuler,Sam Surridge,Emmanuel Dennis,Andre Ayew","Robert Sanchez,Adam Webster,Jan Paul Van Hecke,Joel Veltman,Odeluga Offiah,Yasin Abbas Ayari,Billy Gilmour,Danny Welbeck,Deniz Undav",Steve Cooper,Roberto De Zerbi,Referee: Jarred Gillett (Australia),Apr 26,"Venue: City Ground, Nottingham",5,7,5,5,7,8,2,7,17,18,H,drew at ht and won at ft,drew at ht and lost at ft,won either half,didnt win either half
Chelsea,Brentford,0,2,0,1,3-4-2-1,5-3-2,",Kepa Arrizabalaga,Wesley Fofana,Thiago Silva,Trevoh Chalobah,Cesar Azpilicueta,Enzo Fernandez,Mateo Kovacic,Ben Chilwell,N'Golo Kante,Conor Gallagher,Raheem Sterling",",Yoane Wissa,Ivan Toney,Vitaly Janelt,Frank Onyeka,Mathias Jensen,Rico Henry,Ben Mee,Ethan Pinnock,Zanka,Mads Roerslev Rasmussen,David Raya","Edouard Mendy,Benoit Badiashile,Ruben Loftus-Cheek,Hakim Ziyech,Pierre-Emerick Aubameyang,Christian Pulisic,Joao Felix,Mykhailo Mudryk,Noni Madueke","Matthew Cox,Fin Stevens,Aaron Hickey,Josh Dasilva,Shandon Baptiste,Kevin Schade,Saman Ghoddos,Bryan Mbeumo,Mikkel Damsgaard",Frank Lampard,Thomas Frank,Referee: Andrew Madley (England),Apr 26,Venue: Stamford Bridge,4,1,8,5,5,13,5,2,21,28,A,lost at ht and ft,won at ht and won at ft,didnt win either half,won both halves
West Ham United,Liverpool,1,2,1,1,4-2-3-1,4-3-3,",Lukasz Fabianski,Vladimir Coufal,Kurt Zouma,Nayef Aguerd,Aaron Cresswell,Tomas Soucek,Declan Rice,Jarrod Bowen,Lucas Paqueta,Said Benrahma,Michail Antonio",",Diogo Jota,Cody Gakpo,Mohamed Salah,Curtis Jones,Fabinho,Jordan Henderson,Andy Robertson,Virgil Van Dijk,Joel Matip,Trent Alexander-Arnold,Alisson","Alphonse Areola,Angelo Ogbonna,Thilo Kehrer,Emerson,Pablo Fornals,Manuel Lanzini,Flynn Downes,Maxwel Cornet,Danny Ings","Caoimhin Kelleher,Joe Gomez,Kostas Tsimikas,Thiago,James Milner,Harvey Elliott,Fabio Carvalho,Luis Diaz,Darwin Nunez",David Moyes,Jurgen Klopp,Referee: Chris Kavanagh (England),Apr 26,Venue: London Stadium,2,4,4,7,6,8,3,6,19,13,A,drew at ht and lost at ft,drew at ht and won at ft,didnt win either half,won either half
Manchester City,Arsenal,4,1,2,0,3-2-4-1,4-3-3,",Ederson,Kyle Walker,Ruben Dias,Manuel Akanji,John Stones,Rodri,Bernardo Silva,Kevin De Bruyne,Ilkay Gundogan,Jack Grealish,Erling Haaland",",Gabriel Martinelli,Gabriel Jesus,Bukayo Saka,Granit Xhaka,Thomas Partey,Martin Odegaard,Oleksandr Zinchenko,Gabriel Magalhaes,Rob Holding,Ben White,Aaron Ramsdale","Stefan Ortega,Aymeric Laporte,Rico Lewis,Kalvin Phillips,Sergio Gomez,Phil Foden,Cole Palmer,Julian Alvarez,Riyad Mahrez","Matt Turner,Kieran Tierney,Jakub Kiwior,Emile Smith-Rowe,Jorginho,Fabio Vieira,Eddie Nketiah,Leandro Trossard,Reiss Nelson",Josep Guardiola,Mikel Arteta,Referee: Michael Oliver (England),Apr 26,Venue: Etihad Stadium,9,2,3,3,13,13,1,3,13,13,H,won at ht and won at ft,lost at ht and ft,won both halves,didnt win either half
Everton,Newcastle United,1,4,0,1,4-3-3,4-3-3,",Jordan Pickford,Ben Godfrey,James Tarkowski,Michael Keane,Vitaliy Mykolenko,Amadou Mvom Onana,Idrissa Gueye,Abdoulaye Doucoure,Alex Iwobi,Dominic Calvert-Lewin,Dwight McNeil",",Joelinton,Callum Wilson,Miguel Almiron,Joseph Willock,Bruno Guimaraes,Sean Longstaff,Matt Targett,Sven Botman,Fabian Schar,Kieran Trippier,Nick Pope","Asmir Begovic,Nathan Patterson,Yerry Mina,Conor Coady,Tom Davies,James Garner,Demarai Gray,Neal Maupay,Ellis Reco Simms","Martin Dubravka,Jamaal Lascelles,Javi Manquillo,Dan Burn,Anthony Gordon,Matt Ritchie,Jacob Murphy,Elliot Anderson,Alexander Isak",Sean Dyche,Eddie Howe,Referee: Andre Marriner (England),Apr 27,Venue: Goodison Park,5,9,5,2,8,6,3,14,15,31,A,lost at ht and ft,won at ht and won at ft,didnt win either half,won both halves
Southampton,AFC Bournemouth,0,1,0,0,4-4-2,3-4-2-1,",Alex McCarthy,Kyle Walker-Peters,Duje Caleta-Car,Jan Bednarek,Romain Perraud,Mohamed Elyounoussi,James Ward-Prowse,Romeo Lavia,Adam Armstrong,Theo Walcott,Carlos Jonas Alcaraz",",Dominic Solanke,Philip Billing,Ryan Christie,Matias Vina,Jefferson Lerma,Joe Rothwell,Marcus Tavernier,Lloyd Kelly,Marcos Senesi,Chris Mepham,Neto","Gavin Bazunu,Lyanco,Ainsley Maitland-Niles,Joe Aribo,Stuart Armstrong,Moussa Djenepo,Che Adams,Sekou Mara,Kamal-Deen Sulemana","Mark Travers,Adam Smith,Illia Zabarnyi,Lewis Cook,David Brooks,Dango Ouattara,Kieffer Moore,Antoine Semenyo,Jaidon Anthony",Ruben Selles,Gary O'Neil,Referee: Darren England (England),Apr 27,Venue: St. Mary's Stadium,2,2,6,3,9,11,6,4,24,20,A,drew at ht and lost at ft,drew at ht and won at ft,didnt win either half,won either half
Tottenham Hotspur,Manchester United,2,2,0,2,3-4-2-1,4-2-3-1,",Fraser Forster,Cristian Romero,Eric Dier,Clement Lenglet,Pedro Porro,Oliver Skipp,Pierre Hojbjerg,Ivan Perisic,Richarlison,Son Heung-min,Harry Kane",",Marcus Rashford,Jadon Sancho,Bruno Fernandes,Antony,Christian Eriksen,Casemiro,Diogo Dalot,Luke Shaw,Victor Lindelof,Aaron Wan-Bissaka,David De Gea","Brandon Austin,Davinson Sanchez,Japhet Tanganga,Ben Davies,Arnaut Danjuma,Dejan Kulusevski,Lucas Moura,Pape Matar Sarr,Romaine Mundle","Jack Butland,Tyrell Malacia,Brandon Williams,Marcel Sabitzer,Fred,Facundo Pellistri,Anthony Martial,Wout Weghorst,Anthony Elanga",Ryan Mason,Erik ten Hag,Referee: Anthony Taylor (England),Apr 27,Venue: Tottenham Hotspur Stadium,7,8,7,5,8,7,6,8,13,15,D,lost at ht and drew ft,won at ht and drew at ft,won either half,won either half
Crystal Palace,West Ham United,4,3,3,2,4-3-3,4-2-3-1,",Sam Johnstone,Joel Ward,Joachim Andersen,Marc Guehi,Tyrick Mitchell,Eberechi Eze,Cheick Oumar Doucoure,Jeffrey Schlupp,Michael Olise,Jordan Ayew,Wilfried Zaha",",Michail Antonio,Pablo Fornals,Lucas Paqueta,Jarrod Bowen,Declan Rice,Tomas Soucek,Emerson,Nayef Aguerd,Kurt Zouma,Vladimir Coufal,Lukasz Fabianski","Vicente Guaita,James Tomkins,Chris Richards,Luka Milivojevic,Albert Sambi Lokonga,Will Hughes,Jairo Riedewald,Jean-Philippe Mateta,Odsonne Edouard","Alphonse Areola,Aaron Cresswell,Angelo Ogbonna,Thilo Kehrer,Manuel Lanzini,Flynn Downes,Maxwel Cornet,Danny Ings,Said Benrahma",Roy Hodgson,David Moyes,Referee: Craig Pawson (England),Apr 29,Venue: Selhurst Park,6,4,5,2,9,17,8,5,18,28,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Brentford,Nottingham Forest,2,1,0,1,4-3-3,3-4-2-1,",David Raya,Aaron Hickey,Ethan Pinnock,Ben Mee,Rico Henry,Mikkel Damsgaard,Vitaly Janelt,Mathias Jensen,Bryan Mbeumo,Ivan Toney,Kevin Schade",",Taiwo Awoniyi,Morgan Gibbs-White,Brennan Johnson,Renan Lodi,Danilo,Orel Mangala,Serge Aurier,Moussa Niakhate,Felipe,Joe Worrall,Keylor Navas","Matthew Cox,Zanka,Mads Roerslev Rasmussen,Fin Stevens,Josh Dasilva,Yoane Wissa,Frank Onyeka,Shandon Baptiste,Saman Ghoddos","Wayne Hennessey,Harry Toffolo,Jesse Lingard,Cheikhou Kouyate,Ryan Yates,Remo Freuler,Sam Surridge,Emmanuel Dennis,Andre Ayew",Thomas Frank,Steve Cooper,Referee: Peter Bankes (England),Apr 29,Venue: Gtech Community Stadium,8,3,3,1,6,13,6,0,25,24,H,lost at ht and won at ft,won at ht and lost at ft,won either half,won either half
Brighton & Hove Albion,Wolverhampton Wanderers,6,0,4,0,4-2-3-1,4-4-2,",Jason Steele,Joel Veltman,Adam Webster,Lewis Dunk,Pervis Estupinan,Billy Gilmour,Pascal Gross,Solly March,Deniz Undav,Julio Cesar Enciso,Danny Welbeck",",Diego Costa,Pedro Neto,Matheus Nunes,Mario Lemina,Ruben Neves,Joao Gomes,Hugo Bueno,Max Kilman,Craig Dawson,Nelson Semedo,Jose Sa","Robert Sanchez,Levi Colwill,Jan Paul Van Hecke,Odeluga Offiah,Alexis MacAllister,Kaoru Mitoma,Moisés Caicedo,Yasin Abbas Ayari,Facundo Valentin Buonanotte","Daniel Bentley,Nathan Collins,Toti Gomes,Joao Moutinho,Daniel Podence,Hwang Hee-chan,Matheus Cunha,Pablo Sarabia,Adama Traore",Roberto De Zerbi,Julen Lopetegui,Referee: David Coote (England),Apr 29,Venue: The American Express Community Stadium,8,2,7,4,14,11,2,5,11,13,H,won at ht and won at ft,lost at ht and ft,won both halves,didnt win either half
AFC Bournemouth,Leeds United,4,1,2,1,4-2-3-1,4-2-3-1,",Neto,Adam Smith,Marcos Senesi,Lloyd Kelly,Matias Vina,Joe Rothwell,Jefferson Lerma,Dango Ouattara,Philip Billing,Ryan Christie,Dominic Solanke",",Patrick Bamford,Wilfried Gnonto,Jack Harrison,Crysencio Summerville,Weston McKennie,Marc Roca,Luke Ayling,Liam Cooper,Robin Koch,Rasmus Kristensen,Illan Meslier","Mark Travers,Jack Stephens,Jack Stacey,Illia Zabarnyi,Lewis Cook,David Brooks,Kieffer Moore,Antoine Semenyo,Jaidon Anthony","Joel Robles,Junior Firpo,Pascal Struijk,Maximilian Wober,Adam Forshaw,Brenden Aaronson,Rodrigo,Georginio Rutter,Sam Greenwood",Gary O'Neil,Javier Gracia Carlos,Referee: Chris Kavanagh (England),Apr 30,Venue: Vitality Stadium,7,6,2,4,12,14,2,5,20,27,H,won at ht and won at ft,lost at ht and ft,won both halves,didnt win either half
Fulham,Manchester City,1,2,1,2,4-2-3-1,3-2-4-1,",Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Joao Palhinha,Harry Wilson,Andreas Pereira,Bobby Reid,Carlos Vinicius",",Erling Haaland,Jack Grealish,Ilkay Gundogan,Julian Alvarez,Riyad Mahrez,Rodri,John Stones,Manuel Akanji,Ruben Dias,Kyle Walker,Ederson","Marek Rodak,Shane Duffy,Cedric Soares,Issa Diop,Neeskens Kebano,Tom Cairney,Manor Solomon,Sasa Lukic,Daniel James","Stefan Ortega,Scott Carson,Aymeric Laporte,Rico Lewis,Kalvin Phillips,Bernardo Silva,Sergio Gomez,Maximo Perrone,Phil Foden",Marco Silva,Josep Guardiola,Referee: Simon Hooper (England),Apr 30,Venue: Craven Cottage,1,9,1,0,9,10,2,5,11,22,A,lost at ht and ft,won at ht and won at ft,didnt win either half,won either half
Manchester United,Aston Villa,1,0,1,0,4-1-4-1,4-2-3-1,",David De Gea,Diogo Dalot,Victor Lindelof,Luke Shaw,Tyrell Malacia,Casemiro,Bruno Fernandes,Marcel Sabitzer,Christian Eriksen,Jadon Sancho,Marcus Rashford",",Ollie Watkins,Jacob Ramsey,Emiliano Buendia,John McGinn,Douglas Luiz,Leander Dendoncker,Alex Moreno,Tyrone Mings,Ezri Konsa,Ashley Young,Emiliano Martinez","Jack Butland,Harry Maguire,Aaron Wan-Bissaka,Brandon Williams,Fred,Facundo Pellistri,Anthony Martial,Antony,Wout Weghorst","Robin Olsen,Diego Carlos,Calum Chambers,Lucas Digne,Sebastian Revan,Jhon Duran,Tommi Dylan O Reilly,Kadan Young,Bertrand Traore",Erik ten Hag,Unai Emery,Referee: Jarred Gillett (Australia),Apr 30,Venue: Old Trafford,6,1,6,2,16,7,1,4,28,21,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Newcastle United,Southampton,3,1,0,1,4-3-3,4-4-2,",Nick Pope,Kieran Trippier,Fabian Schar,Sven Botman,Dan Burn,Anthony Gordon,Bruno Guimaraes,Joseph Willock,Jacob Murphy,Alexander Isak,Joelinton",",Carlos Jonas Alcaraz,Moussa Djenepo,Kamal-Deen Sulemana,Romeo Lavia,James Ward-Prowse,Stuart Armstrong,Lyanco,Armel Bella-Kotchap,Jan Bednarek,Kyle Walker-Peters,Alex McCarthy","Martin Dubravka,Paul Dummett,Jamal Lewis,Matt Targett,Javi Manquillo,Matt Ritchie,Miguel Almiron,Elliot Anderson,2Callum Wilson","Gavin Bazunu,Duje Caleta-Car,Ainsley Maitland-Niles,Mohamed Elyounoussi,Ibrahima Diallo,Adam Armstrong,Che Adams,Sekou Mara,39Theo Walcott",Eddie Howe,Ruben Selles,Referee: Anthony Taylor (England),Apr 30,Venue: St James' Park,5,3,10,1,7,10,11,2,24,19,H,lost at ht and won at ft,won at ht and lost at ft,won either half,won either half
Liverpool,Tottenham Hotspur,4,3,3,1,4-3-3,3-4-2-1,",Alisson,Trent Alexander-Arnold,Ibrahima Konate,Virgil Van Dijk,Andy Robertson,Harvey Elliott,Fabinho,Curtis Jones,Mohamed Salah,Cody Gakpo,Luis Diaz",",Harry Kane,Son Heung-min,Dejan Kulusevski,Ivan Perisic,Pierre Hojbjerg,Oliver Skipp,Pedro Porro,Ben Davies,Eric Dier,Cristian Romero,Fraser Forster","Caoimhin Kelleher,Joe Gomez,Kostas Tsimikas,Joel Matip,James Milner,Jordan Henderson,Fabio Carvalho,Diogo Jota,Darwin Nunez","Brandon Austin,Davinson Sanchez,Japhet Tanganga,Clement Lenglet,Arnaut Danjuma,Lucas Moura,Pape Matar Sarr,Alfie Devine,Richarlison",Jurgen Klopp,Ryan Mason,Referee: Paul Tierney (England),Apr 30,Venue: Anfield,4,7,4,3,12,6,4,2,22,16,H,won at ht and won at ft,lost at ht and ft,won either half,won either half
Leicester City,Everton,2,2,2,1,4-2-3-1,4-3-3,",Daniel Iversen,Timothy Castagne,Wout Faes,Caglar Soyuncu,Luke Thomas,Boubakary Soumare,Wilfred Ndidi,Youri Tielemans,James Maddison,Harvey Barnes,Jamie Vardy",",Dwight McNeil,Dominic Calvert-Lewin,Alex Iwobi,Abdoulaye Doucoure,Idrissa Gueye,James Garner,Vitaliy Mykolenko,James Tarkowski,Michael Keane,Seamus Coleman,Jordan Pickford","Danny Ward,Harry Souttar,Victor Kristiansen,Daniel Amartey,Kiernan Dewsbury-Hall,Nampalys Mendy,Dennis Praet,Patson Daka,Tete","Asmir Begovic,Nathan Patterson,Yerry Mina,Conor Coady,Amadou Mvom Onana,Tom Davies,Demarai Gray,Neal Maupay,Ellis Reco Simms",Dean Smith,Sean Dyche,Referee: Michael Oliver (England),May 1,Venue: King Power Stadium,6,8,3,8,10,12,2,9,17,30,D,won at ht and drew at ft,lost at ht and drew ft,won either half,won either half
Arsenal,Chelsea,3,1,3,0,4-3-3,4-3-3,",Aaron Ramsdale,Ben White,Jakub Kiwior,Gabriel Magalhaes,Oleksandr Zinchenko,Martin Odegaard,Jorginho,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Leandro Trossard",",Raheem Sterling,Pierre-Emerick Aubameyang,Noni Madueke,Mateo Kovacic,Enzo Fernandez,N'Golo Kante,Ben Chilwell,Thiago Silva,Wesley Fofana,Cesar Azpilicueta,Kepa Arrizabalaga","Matt Turner,Kieran Tierney,Rob Holding,Thomas Partey,Emile Smith-Rowe,Fabio Vieira,Gabriel Martinelli,Eddie Nketiah,Reiss Nelson","Edouard Mendy,Benoit Badiashile,Trevoh Chalobah,Ruben Loftus-Cheek,Hakim Ziyech,Conor Gallagher,Joao Felix,Mykhailo Mudryk,Kai Havertz",Mikel Arteta,Frank Lampard,Referee: Robert Jones (England),May 2,Venue: Emirates Stadium,9,4,3,1,10,10,7,2,10,10,H,won at ht and won at ft,lost at ht and ft,won either half,won either half
Liverpool,Fulham,1,0,1,0,4-3-3,4-2-3-1,",Alisson,Trent Alexander-Arnold,Ibrahima Konate,Virgil Van Dijk,Kostas Tsimikas,Jordan Henderson,Fabinho,Curtis Jones,Mohamed Salah,Darwin Nunez,Luis Diaz",",Carlos Vinicius,Willian,Tom Cairney,Harry Wilson,Joao Palhinha,Sasa Lukic,Antonee Robinson,Issa Diop,Tosin Adarabioyo,Cedric Soares,Bernd Leno","Caoimhin Kelleher,Joe Gomez,Andy Robertson,Joel Matip,James Milner,Harvey Elliott,Fabio Carvalho,Cody Gakpo,Diogo Jota","Marek Rodak,Kenny Tete,Shane Duffy,Harrison Reed,Neeskens Kebano,Manor Solomon,Luke Bernard Harris,Bobby Reid,Daniel James",Jurgen Klopp,Marco Silva,Referee: Stuart Attwell (England),May 3,Venue: Anfield,3,3,9,3,10,8,7,5,18,11,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Manchester City,West Ham United,3,0,0,0,3-2-4-1,5-4-1,",Stefan Ortega,Kyle Walker,Ruben Dias,Nathan Ake,John Stones,Rodri,Riyad Mahrez,Julian Alvarez,Bernardo Silva,Jack Grealish,Erling Haaland",",Michail Antonio,Pablo Fornals,Lucas Paqueta,Flynn Downes,Jarrod Bowen,Emerson,Aaron Cresswell,Angelo Ogbonna,Thilo Kehrer,Vladimir Coufal,Lukasz Fabianski","Ederson,Aymeric Laporte,Manuel Akanji,Rico Lewis,Kalvin Phillips,Ilkay Gundogan,Sergio Gomez,Maximo Perrone,Phil Foden","Alphonse Areola,Joseph Tetteh Anang,Ben Johnson,Manuel Lanzini,Maxwel Cornet,Danny Ings,Said Benrahma,,",Josep Guardiola,David Moyes,Referee: John Brooks (England),May 3,Venue: Etihad Stadium,7,2,7,3,8,8,6,3,15,12,H,drew at ht and won at ft,drew at ht and lost at ft,won either half,didnt win either half
Brighton & Hove Albion,Manchester United,1,0,0,0,4-2-3-1,4-2-3-1,",Jason Steele,Moisés Caicedo,Adam Webster,Lewis Dunk,Pervis Estupinan,Billy Gilmour,Alexis MacAllister,Facundo Valentin Buonanotte,Julio Cesar Enciso,Kaoru Mitoma,Danny Welbeck",",Anthony Martial,Marcus Rashford,Bruno Fernandes,Antony,Fred,Casemiro,Diogo Dalot,Luke Shaw,Victor Lindelof,Aaron Wan-Bissaka,David De Gea","Robert Sanchez,Levi Colwill,Jan Paul Van Hecke,Odeluga Offiah,Solly March,Yasin Abbas Ayari,Andrew Moran,Cameron Peupion,Deniz Undav","Jack Butland,Harry Maguire,Tyrell Malacia,Brandon Williams,Christian Eriksen,Marcel Sabitzer,Facundo Pellistri,Jadon Sancho,Wout Weghorst",Andrea Maldera,Erik ten Hag,Referee: Andre Marriner (England),May 4,Venue: The American Express Community Stadium,6,5,11,6,10,14,8,6,5,10,H,drew at ht and won at ft,drew at ht and lost at ft,won either half,didnt win either half
AFC Bournemouth,Chelsea,1,3,1,1,4-2-3-1,4-3-3,",Neto,Adam Smith,Marcos Senesi,Lloyd Kelly,Matias Vina,Joe Rothwell,Jefferson Lerma,Dango Ouattara,Philip Billing,Ryan Christie,Dominic Solanke",",Mykhailo Mudryk,Kai Havertz,Noni Madueke,Conor Gallagher,Enzo Fernandez,N'Golo Kante,Ben Chilwell,Benoit Badiashile,Thiago Silva,Trevoh Chalobah,Kepa Arrizabalaga","Mark Travers,Jack Stephens,Chris Mepham,Jack Stacey,Illia Zabarnyi,Lewis Cook,David Brooks,Antoine Semenyo,Jaidon Anthony","Edouard Mendy,Cesar Azpilicueta,Mateo Kovacic,Ruben Loftus-Cheek,Hakim Ziyech,Lewis Hall,Christian Pulisic,Joao Felix,Raheem Sterling",Gary O'Neil,Frank Lampard,Referee: John Brooks (England),May 6,Venue: Vitality Stadium,4,5,4,5,9,11,7,7,22,19,A,drew at ht and lost at ft,drew at ht and won at ft,didnt win either half,won either half
Manchester City,Leeds United,2,1,2,0,3-2-4-1,4-2-3-1,",Ederson,Manuel Akanji,Aymeric Laporte,Nathan Ake,Rico Lewis,Ilkay Gundogan,Riyad Mahrez,Julian Alvarez,Kevin De Bruyne,Phil Foden,Erling Haaland",",Patrick Bamford,Jack Harrison,Adam Forshaw,Wilfried Gnonto,Marc Roca,Weston McKennie,Junior Firpo,Maximilian Wober,Rasmus Kristensen,Luke Ayling,Joel Robles","Stefan Ortega,Kyle Walker,Ruben Dias,John Stones,Kalvin Phillips,Jack Grealish,Rodri,Bernardo Silva,Sergio Gomez","Illan Meslier,Robin Koch,Pascal Struijk,Brenden Aaronson,Crysencio Summerville,Archie Gray,Rodrigo,Georginio Rutter,Sam Greenwood",Pep Guardiola,Sam Allardyce,Referee: Andrew Madley (England),May 6,Venue: Etihad Stadium,6,2,10,1,3,16,10,1,12,10,H,won at ht and won at ft,lost at ht and ft,won either half,won either half
Tottenham Hotspur,Crystal Palace,1,0,1,0,3-4-2-1,4-3-3,",Fraser Forster,Cristian Romero,Clement Lenglet,Ben Davies,Pedro Porro,Oliver Skipp,Pierre Hojbjerg,Emerson,Richarlison,Son Heung-min,Harry Kane",",Wilfried Zaha,Jordan Ayew,Michael Olise,Jeffrey Schlupp,Cheick Oumar Doucoure,Eberechi Eze,Tyrick Mitchell,Marc Guehi,Joachim Andersen,Joel Ward,Sam Johnstone","Brandon Austin,Davinson Sanchez,Eric Dier,Arnaut Danjuma,Dejan Kulusevski,Lucas Moura,Pape Matar Sarr,Yves Bissouma,Ivan Perisic","Vicente Guaita,Nathaniel Clyne,Chris Richards,Luka Milivojevic,Albert Sambi Lokonga,Will Hughes,Jairo Riedewald,Jean-Philippe Mateta,Odsonne Edouard",Ryan Mason,Roy Hodgson,Referee: Darren England (England),May 6,Venue: Tottenham Hotspur Stadium,3,2,3,3,15,14,8,4,12,27,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Wolverhampton Wanderers,Aston Villa,1,0,1,0,4-4-2,4-4-2,",Jose Sa,Nelson Semedo,Craig Dawson,Max Kilman,Toti Gomes,Matheus Nunes,Ruben Neves,Mario Lemina,Pedro Neto,Diego Costa,Matheus Cunha",",Emiliano Buendia,Ollie Watkins,Jacob Ramsey,Douglas Luiz,John McGinn,Bertrand Traore,Alex Moreno,Tyrone Mings,Ezri Konsa,Ashley Young,Emiliano Martinez","Daniel Bentley,Rayan Ait-Nouri,Nathan Collins,Joao Moutinho,Joao Gomes,Daniel Podence,Hwang Hee-chan,Pablo Sarabia,Adama Traore","Robin Olsen,Diego Carlos,Calum Chambers,Lucas Digne,Jhon Duran,Philippe Coutinho,Leon Bailey,Leander Dendoncker,Boubacar Kamara",Julen Lopetegui,Unai Emery,Referee: Stuart Attwell (England),May 6,Venue: Molineux Stadium,2,3,4,6,20,9,5,6,15,20,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Liverpool,Brentford,1,0,1,0,4-2-3-1,5-3-2,",Alisson,Trent Alexander-Arnold,Ibrahima Konate,Virgil Van Dijk,Andy Robertson,Fabinho,Curtis Jones,Mohamed Salah,Cody Gakpo,Diogo Jota,Darwin Nunez",",Ivan Toney,Bryan Mbeumo,Vitaly Janelt,Mathias Jensen,Frank Onyeka,Rico Henry,Ben Mee,Ethan Pinnock,Zanka,Aaron Hickey,David Raya","Caoimhin Kelleher,Joe Gomez,Kostas Tsimikas,Joel Matip,James Milner,Jordan Henderson,Harvey Elliott,Fabio Carvalho,Luis Diaz","Matthew Cox,Kristoffer Ajer,Mads Roerslev Rasmussen,Josh Dasilva,Yoane Wissa,Shandon Baptiste,Kevin Schade,Saman Ghoddos,Mikkel Damsgaard",Jurgen Klopp,Thomas Frank,Referee: Anthony Taylor (England),May 6,Venue: Anfield,5,1,5,2,19,10,7,3,18,14,H,won at ht and won at ft,lost at ht and ft,won either half,didnt win either half
Newcastle United,Arsenal,0,2,0,1,4-3-3,4-3-3,",Nick Pope,Kieran Trippier,Fabian Schar,Sven Botman,Dan Burn,Joelinton,Bruno Guimaraes,Joseph Willock,Jacob Murphy,Callum Wilson,Alexander Isak",",Gabriel Martinelli,Gabriel Jesus,Bukayo Saka,Granit Xhaka,Jorginho,Martin Odegaard,Oleksandr Zinchenko,Gabriel Magalhaes,Jakub Kiwior,Ben White,Aaron Ramsdale","Martin Dubravka,Paul Dummett,Jamal Lewis,Matt Targett,Javi Manquillo,Anthony Gordon,Miguel Almiron,Elliot Anderson,Allan Saint-Maximin","Matt Turner,Kieran Tierney,Rob Holding,Thomas Partey,Emile Smith-Rowe,Fabio Vieira,Eddie Nketiah,Leandro Trossard,Reiss Nelson",Eddie Howe,Mikel Arteta,Referee: Chris Kavanagh (England),May 7,Venue: St James' Park,5,6,5,2,16,12,9,4,26,17,A,lost at ht and ft,won at ht and won at ft,didnt win either half,won both halves
